learning_rate,threshold_euclid,numOfEpochs,batch_size,numOfThreads,TestAccuracy,TestRecall,TestPrecision,TestF1,ValidAccuracy,ValidRecall,ValidPrecision,ValidF1,Time-CPU,Time-Real,
0.00100,0.000,10,  512,15, 12.61, 99.98, 12.51, 22.24, 12.61,100.00, 12.52, 22.25,2.05, 2.20,
0.00100,0.000,10,  512,20, 87.91,  3.36, 97.29,  6.49, 87.91,  3.36, 96.96,  6.49,2.05, 2.18,
0.00100,0.000,10, 1024,10, 87.24, 33.79, 48.51, 39.83, 87.31, 34.10, 48.90, 40.18,2.04, 2.18,
0.00100,0.000,10, 1024,15, 87.42,  2.82, 44.80,  5.30, 87.41,  2.99, 44.60,  5.61,2.03, 2.18,
0.00100,0.000,10, 1024,20, 87.67, 22.18, 51.56, 31.02, 87.57, 22.32, 50.68, 30.99,2.06, 2.20,
0.00100,0.000,10, 2056,10, 83.25, 32.92, 32.97, 32.94, 83.54, 33.09, 33.81, 33.45,2.02, 2.17,
0.00100,0.000,10, 2056,15, 87.91,  4.90, 75.22,  9.20, 87.89,  4.84, 74.06,  9.09,2.02, 2.17,
0.00100,0.000,10, 2056,20, 49.44, 56.60, 13.55, 21.86, 49.45, 56.43, 13.52, 21.82,2.02, 2.15,
0.00100,0.000,20,  512,10, 87.88,  4.71, 74.22,  8.87, 87.91,  5.03, 74.01,  9.42,3.98, 4.26,
0.00100,0.000,20,  512,15, 12.54,100.00, 12.50, 22.23, 12.53,100.00, 12.51, 22.23,3.98, 4.24,
0.00100,0.000,20,  512,20, 88.23,  7.10, 84.78, 13.10, 88.26,  7.40, 84.63, 13.62,4.03, 4.28,
0.00100,0.000,20, 1024,10, 70.46, 54.67, 22.25, 31.63, 70.39, 54.67, 22.21, 31.59,3.98, 4.28,
0.00100,0.000,20, 1024,15, 87.44,  0.13, 16.67,  0.26, 87.44,  0.15, 18.84,  0.30,3.99, 4.24,
0.00100,0.000,20, 1024,20, 73.98, 58.28, 25.93, 35.90, 74.01, 58.86, 26.09, 36.16,3.96, 4.27,
0.00100,0.000,20, 2056,10, 87.13, 13.27, 44.96, 20.49, 87.12, 13.18, 44.86, 20.38,3.95, 4.19,
0.00100,0.000,20, 2056,15, 87.99,  4.93, 82.71,  9.30, 87.98,  4.83, 83.27,  9.13,3.94, 4.23,
0.00100,0.000,20, 2056,20, 83.13, 22.12, 27.92, 24.69, 83.11, 22.18, 27.90, 24.71,3.95, 4.21,
0.00100,0.000,50,  512,10, 88.33,  9.55, 76.69, 16.98, 88.38,  9.92, 77.51, 17.59,9.89, 10.53,
0.00100,0.000,50,  512,15, 16.92, 99.85, 13.06, 23.10, 16.88, 99.85, 13.06, 23.10,9.87, 10.51,
0.00100,0.000,50,  512,20, 88.52, 12.06, 75.64, 20.81, 88.61, 12.60, 77.26, 21.66,9.85, 10.48,
0.00100,0.000,50, 1024,10, 86.80, 34.41, 46.22, 39.45, 86.85, 34.92, 46.54, 39.90,9.78, 10.41,
0.00100,0.000,50, 1024,15, 87.74,  3.12, 71.58,  5.99, 87.75,  3.28, 71.79,  6.26,9.85, 10.52,
0.00100,0.000,50, 1024,20, 84.15, 41.14, 37.71, 39.35, 84.19, 41.83, 37.97, 39.81,9.84, 10.49,
0.00100,0.000,50, 2056,10, 81.00, 43.16, 31.19, 36.21, 81.22, 43.63, 31.74, 36.75,9.75, 10.38,
0.00100,0.000,50, 2056,15, 31.66, 96.78, 15.12, 26.15, 31.95, 97.04, 15.20, 26.28,9.76, 10.40,
0.00100,0.000,50, 2056,20, 75.93, 39.49, 23.02, 29.09, 75.77, 39.23, 22.77, 28.81,9.75, 10.38,
